,Brand,Avg Rating,Total Comment,Seller Rating,Ağırlık,Aşılabilir Engel,Boy,Çalışma Mod Sayısı,Çalışma Süresi,Derinlik,Emiş Türü,EPA/HEPA Filtre,Kullanım Alanı,Pil Tipi,Renk,Ses Seviyesi,Su Tankı Kapasitesi,Şarj Süresi,Toz Kapasitesi,Price
318,Samsung,4.9,8.0,"9,7",,,,,,74.0,,,,,Gümüş,,,,,24287.0
319,Siemens,,,"9,2",,,,,,55.0,,,,,Beyaz,,,,,18859.0
320,Siemens,5.0,3.0,"9,5",,,,,,80.0,,,,,Beyaz,42.0,,,,18354.0
321,Altus,4.3,3.0,"9,6",,,,,,75.0,,,,,Beyaz,39.0,,,,12511.0
322,Samsung,4.6,10.0,"9,6",,,,,,75.0,,,,,Gümüş,41.0,,,,17388.0
323,Finlux,,,"9,3",,,,,,72.0,,,,,Beyaz,42.0,,,,10119.0
324,Bosch,4.3,33.0,"9,2",,,,,,74.0,,,,,Beyaz,41.0,,,,15639.0
325,Bosch,,,"9,2",,,,,,80.0,,,,,Inox,,,,,27737.0
326,Bosch,,,"9,2",,,,,,55.0,,,,,Beyaz,,,,,19788.0
327,LG,5.0,2.0,"9,4",,,,,,31.0,,,,,Beyaz,,,,,12235.0
328,Bosch,5.0,1.0,10,,,,,,80.0,,,,,Inox,41.0,,,,17480.0
329,Siemens,5.0,1.0,"9,2",,,,,,84.0,,,,,Siyah,42.0,,,,25722.0
330,Vestel,5.0,3.0,,,,,,,75.0,,,,,Beyaz,41.0,,,,19999.0
331,Arçelik,,,"9,8",,,,,,74.0,,,,,Inox,,,,,19769.0
332,Liebherr,,,"9,8",,,,,,55.0,,,,,Beyaz,,,,,15641.0
333,Vestel,,,9,,,,,,75.0,,,,,Inox,44.0,,,,32999.0
334,Arçelik,,,,,,,,,74.0,,,,,Siyah,41.0,,,,53267.0
335,Vestel,4.6,21.0,"9,8",,,,,,84.0,,,,,Beyaz,41.0,,,,14178.0
336,Siemens,,,"9,5",,,,,,64.0,,,,,Beyaz,,,,,10074.0
337,Vestel,4.4,28.0,"9,3",,,,,,75.0,,,,,Inox,43.0,,,,13500.0
338,Liebherr,,,"9,8",,,,,,65.0,,,,,Antrasit,,,,,24781.0
339,Bosch,4.9,12.0,"9,4",,,,,,80.0,,,,,Inox,42.0,,,,19089.0
340,Arçelik,,,10,,,,,,70.0,,,,,Siyah,39.0,,,,45999.0
341,Profilo,,,10,,,,,,80.0,,,,,Beyaz,41.0,,,,12796.0
342,Franke,,,"9,6",,,,,,54.0,,,,,Beyaz,,,,,19315.0
343,Vestel,5.0,24.0,,,,,,,70.0,,,,,Beyaz,41.0,,,,13000.0
344,Beko,,,,,,,,,70.0,,,,,Beyaz,,,,,12420.0
345,Teka,4.0,1.0,"9,1",,,,,,74.0,,,,,Gri,43.0,,,,24380.0
346,Siemens,4.0,1.0,"9,5",,,,,,80.0,,,,,Inox,41.0,,,,22540.0
347,Siemens,5.0,1.0,"9,2",,,,,,84.0,,,,,Beyaz,41.0,,,,22419.0
348,Regal,3.8,6.0,"9,9",,,,,,73.0,,,,,Beyaz,41.0,,,,11316.0
349,Liebherr,,,"9,8",,,,,,62.0,,,,,Beyaz,41.0,,,,6808.0
350,Siemens,4.2,5.0,"9,2",,,,,,80.0,,,,,Inox,,,,,24241.0
351,Vestel,,,9,,,,,,75.0,,,,,Siyah,43.0,,,,21499.0
352,Life Tech,,,"9,8",,,,,,46.0,,,,,Beyaz,,,,,2750.0
353,Samsung,5.0,1.0,10,,,,,,71.0,,,,,Siyah,,,,,39559.0
354,Liebherr,,,"9,8",,,,,,60.0,,,,,Inox,39.0,,,,10212.0
355,Vestel,4.7,67.0,"9,8",,,,,,59.0,,,,,Gri,41.0,,,,10040.0
356,Grundig,4.7,31.0,"9,8",,,,,,80.0,,,,,Beyaz,41.0,,,,14719.0
357,Arçelik,,,"9,6",,,,,,65.0,,,,,Inox,,,,,10541.0
358,Siemens,,,,,,,,,80.0,,,,,Siyah,42.0,,,,21619.0
359,Profilo,5.0,2.0,10,,,,,,80.0,,,,,Inox,41.0,,,,18087.0
360,Vestel,4.5,2.0,10,,,,,,72.0,,,,,Gri,41.0,,,,11599.0
361,Vestel,4.3,8.0,"9,8",,,,,,71.0,,,,,Beyaz,,,,,11115.0
362,Profilo,5.0,3.0,"9,6",,,,,,80.0,,,,,Gri,41.0,,,,12305.0
363,Samsung,3.8,4.0,"9,6",,,,,,76.0,,,,,Koyu Gri,40.0,,,,23827.0
364,Samsung,4.8,33.0,"9,7",,,,,,74.0,,,,,Beyaz,41.0,,,,14582.0
365,Regal,,,"9,5",,,,,,71.0,,,,,Gri,42.0,,,,11269.0
366,Bosch,5.0,1.0,10,,,,,,80.0,,,,,Inox,42.0,,,,21149.0
367,Liebherr,,,"9,8",,,,,,55.0,,,,,Beyaz,,,,,44234.0
368,Regal,5.0,1.0,"9,9",,,,,,75.0,,,,,Inox,75.0,,,,15502.0
369,Samsung,3.0,3.0,"9,8",,,,,,90.0,,,,,Siyah,,,,,44435.0
370,Vestel,4.9,10.0,"9,3",,,,,,71.0,,,,,Beyaz,49.0,,,,15000.0
371,Bosch,,,"9,4",,,,,,77.0,,,,,Beyaz,,,,,17756.0
372,Franke,,,"9,6",,,,,,76.0,,,,,Inox,45.0,,,,30130.0
373,Bosch,,,"9,2",,,,,,80.0,,,,,Inox,,,,,24655.0
374,Siemens,,,"9,2",,,,,,84.0,,,,,Inox,42.0,,,,30911.0
375,Liebherr,,,"9,8",,,,,,69.0,,,,,Gri,,,,,131360.0
376,Siemens,4.7,3.0,"9,2",,,,,,81.0,,,,,Inox,42.0,,,,25759.0
377,Beko,,,9,,,,,,74.0,,,,,Inox,38.0,,,,22080.0
378,Teka,,,09,,,,,,71.0,,,,,Açık Gri,45.0,,,,15639.0
379,LG,,,09,,,,,,70.0,,,,,Gri,0.0,,,,15132.0
380,Finlux,,,"9,3",,,,,,71.0,,,,,Beyaz,,,,,11499.0
381,Altus,3.0,2.0,"9,9",,,,,,74.0,,,,,Beyaz,41.0,,,,16099.0
382,Liebherr,,,"9,8",,,,,,60.0,,,,,Bej,,,,,17853.0
383,Vestel,,,"9,7",,,,,,72.0,,,,,Beyaz,42.0,,,,14900.0
384,Bosch,5.0,1.0,10,,,,,,80.0,,,,,Inox,42.0,,,,21149.0
385,Liebherr,,,"9,8",,,,,,55.0,,,,,Beyaz,,,,,44234.0
386,Vestel,4.3,8.0,"9,8",,,,,,71.0,,,,,Beyaz,,,,,11115.0
387,Siemens,5.0,1.0,09,,,,,,80.0,,,,,Inox,42.0,,,,21830.0
388,Beko,5.0,2.0,"9,8",,,,,,70.0,,,,,Inox,,,,,13615.0
389,Vestel,,,"9,8",,,,,,68.0,,,,,Bej,40.0,,,,12658.0
390,Siemens,,,09,,,,,,80.0,,,,,Inox,,,,,24839.0
391,Samsung,4.8,33.0,"9,7",,,,,,74.0,,,,,Beyaz,41.0,,,,14582.0
392,Samsung,3.8,4.0,"9,6",,,,,,76.0,,,,,Koyu Gri,40.0,,,,23827.0
393,Samsung,3.0,3.0,"9,8",,,,,,90.0,,,,,Siyah,,,,,44435.0
394,Vestfrost,4.5,2.0,"9,1",,,,,,182.0,,,,,Beyaz,,,,,5979.0
395,Siemens,3.0,1.0,"9,8",,,,,,84.0,,,,,Beyaz,,,,,20999.0
396,Regal,,,"9,8",,,,,,72.0,,,,,Beyaz,41.0,,,,7899.0
397,Siemens,,,"9,8",,,,,,80.0,,,,,Inox,,,,,23183.0
398,Beko,5.0,1.0,"9,8",,,,,,74.0,,,,,Inox,,,,,20148.0
399,Liebherr,,,"9,8",,,,,,55.0,,,,,Beyaz,,,,,18364.0
400,Regal,,,"9,8",,,,,,72.0,,,,,Beyaz,41.0,,,,7299.0
401,Siemens,,,"9,2",,,,,,74.0,,,,,Inox,42.0,,,,37433.0
402,Vestel,,,"9,6",,,,,,71.0,,,,,Siyah,,,,,12399.0
403,Liebherr,,,10,,,,,,66.0,,,,,Gri,,,,,91540.0
404,Siemens,4.9,7.0,09,,,,,,84.0,,,,,Beyaz,42.0,,,,23486.0
405,Altus,,,,,,,,,75.0,,,,,Beyaz,,,,,22908.0
406,Siemens,,,"9,2",,,,,,80.0,,,,,Inox,,,,,22999.0
407,Vestel,5.0,1.0,"9,8",,,,,,71.0,,,,,Bordo,43.0,,,,14113.0
408,Profilo,,,09,,,,,,80.0,,,,,Beyaz,42.0,,,,18399.0
409,Teka,,,"9,5",,,,,,77.0,,,,,Inox,43.0,,,,56900.0
410,Regal,5.0,1.0,"9,6",,,,,,72.0,,,,,Inox,75.0,,,,9494.0
411,Bosch,4.0,1.0,"9,4",,,,,,80.0,,,,,Inox,,,,,18400.0
412,Samsung,4.8,18.0,10,,,,,,71.0,,,,,Beyaz,42.0,,,,15547.0
413,Vestel,4.7,7.0,"9,6",,,,,,73.0,,,,,Beyaz,41.0,,,,8649.0
414,Vestel,5.0,1.0,"9,8",,,,,,68.0,,,,,Bordo,41.0,,,,12744.0
415,Altus,4.9,24.0,"9,6",,,,,,70.0,,,,,Inox,40.0,,,,9476.0
416,Regal,,,"9,8",,,,,,75.0,,,,,Inox,41.0,,,,16835.0
417,Vestel,,,"9,8",,,,,,68.0,,,,,Bej,40.0,,,,12658.0
418,Liebherr,,,"9,8",,,,,,55.0,,,,,Beyaz,,,,,18364.0
419,Vestel,4.5,2.0,10,,,,,,72.0,,,,,Gri,41.0,,,,11599.0
420,Bosch,5.0,1.0,10,,,,,,80.0,,,,,Inox,42.0,,,,21149.0
421,Bosch,5.0,1.0,10,,,,,,81.0,,,,,Inox,42.0,,,,23323.0
422,Teka,,,"9,1",,,,,,71.0,,,,,Beyaz,42.0,,,,21398.0
423,Liebherr,,,"9,8",,,,,,55.0,,,,,Beyaz,,,,,44234.0
424,Silverline,,,"9,9",,,,,,65.0,,,,,Beyaz,53.0,,,,18399.0
425,Siemens,,,09,,,,,,80.0,,,,,Inox,,,,,24839.0
426,Teka,,,"9,6",,,,,,54.0,,,,,Beyaz,,,,,14011.0
427,Altus,4.6,8.0,"9,2",,,,,,75.0,,,,,Beyaz,39.0,,,,11590.0
428,Arçelik,,,,,,,,,75.0,,,,,Beyaz,,,,,18399.0
429,Profilo,5.0,3.0,"9,6",,,,,,80.0,,,,,Gri,41.0,,,,12305.0
430,Samsung,3.8,4.0,"9,6",,,,,,76.0,,,,,Koyu Gri,40.0,,,,23827.0
431,Siemens,5.0,1.0,09,,,,,,80.0,,,,,Inox,42.0,,,,21830.0
432,LG,4.5,8.0,"9,7",,,,,,74.0,,,,,Beyaz,41.0,,,,16191.0
433,Vestel,4.5,13.0,10,,,,,,75.0,,,,,Inox,41.0,,,,16250.0
434,Vestel,,,"9,8",,,,,,72.0,,,,,Siyah,43.0,,,,16400.0
435,LG,4.3,31.0,"9,7",,,,,,69.0,,,,,Inox,41.0,,,,16927.0
436,Profilo,4.9,14.0,"9,4",,,,,,84.0,,,,,Inox,41.0,,,,14719.0
437,Profilo,4.6,10.0,"9,6",,,,,,84.0,,,,,Beyaz,,,,,15594.0
438,Vestel,5.0,24.0,,,,,,,70.0,,,,,Beyaz,41.0,,,,13000.0
439,Vestel,4.7,67.0,"9,8",,,,,,59.0,,,,,Gri,41.0,,,,10040.0
440,Siemens,5.0,1.0,"9,2",,,,,,84.0,,,,,Beyaz,41.0,,,,22419.0
441,Grundig,4.7,31.0,"9,8",,,,,,80.0,,,,,Beyaz,41.0,,,,14719.0
442,Profilo,,,10,,,,,,80.0,,,,,Beyaz,41.0,,,,12796.0
443,Franke,,,"9,6",,,,,,54.0,,,,,Beyaz,,,,,19315.0
444,Vestel,,,9,,,,,,75.0,,,,,Siyah,43.0,,,,21499.0
445,Profilo,5.0,2.0,10,,,,,,80.0,,,,,Inox,41.0,,,,18087.0
446,Siemens,,,,,,,,,80.0,,,,,Siyah,42.0,,,,21619.0
447,Siemens,4.2,5.0,"9,2",,,,,,80.0,,,,,Inox,,,,,24241.0
448,Life Tech,,,"9,8",,,,,,46.0,,,,,Beyaz,,,,,2750.0
449,Liebherr,,,"9,8",,,,,,62.0,,,,,Beyaz,41.0,,,,6808.0
450,Arçelik,,,10,,,,,,70.0,,,,,Siyah,39.0,,,,45999.0
451,Arçelik,,,"9,6",,,,,,65.0,,,,,Inox,,,,,10541.0
452,Samsung,5.0,1.0,10,,,,,,71.0,,,,,Siyah,,,,,39559.0
453,Beko,,,,,,,,,70.0,,,,,Beyaz,,,,,12420.0
454,Liebherr,,,"9,8",,,,,,60.0,,,,,Inox,39.0,,,,10212.0
455,Liebherr,,,"9,8",,,,,,65.0,,,,,Antrasit,,,,,24781.0
456,Regal,3.8,6.0,"9,9",,,,,,73.0,,,,,Beyaz,41.0,,,,11316.0
457,Siemens,4.0,1.0,"9,5",,,,,,80.0,,,,,Inox,41.0,,,,22540.0
458,Teka,4.0,1.0,"9,1",,,,,,74.0,,,,,Gri,43.0,,,,24380.0
459,Bosch,4.9,12.0,"9,4",,,,,,80.0,,,,,Inox,42.0,,,,19089.0
460,Bosch,5.0,2.0,"9,4",,,,,,186.0,,,,,Beyaz,29.0,,,,15456.0
461,Vestel,4.0,1.0,"9,6",,,,,,72.0,,,,,Beyaz,42.0,,,,16399.0
462,LG,5.0,1.0,"9,9",,,,,,92.0,,,,,Inox,43.0,,,,58879.0
463,Liebherr,,,"9,8",,,,,,61.0,,,,,Beyaz,,,,,95805.0
464,Franke,,,"9,6",,,,,,75.0,,,,,Gri,,,,,23644.0
465,Liebherr,,,"9,8",,,,,,62.0,,,,,Beyaz,,,,,10212.0
466,Siemens,5.0,1.0,"9,8",,,,,,77.0,,,,,Beyaz,,,,,17930.0
467,Regal,4.5,48.0,10,,,,,,71.0,,,,,Inox,41.0,,,,8234.0
468,Regal,4.0,2.0,"9,5",,,,,,65.0,,,,,Inox,41.0,,,,7911.0
469,Profilo,5.0,1.0,10,,,,,,79.0,,,,,Siyah,,,,,20197.0
470,Bosch,2.0,2.0,,,,,,,80.0,,,,,Inox,42.0,,,,19929.0
471,Altus,4.3,4.0,10,,,,,,74.0,,,,,Inox,41.0,,,,16191.0
472,Liebherr,,,"9,8",,,,,,62.0,,,,,Inox,,,,,28934.0
473,Sharp,4.7,19.0,"9,5",,,,,,77.0,,,,,Inox,36.0,,,,35926.0
474,Liebherr,,,"9,8",,,,,,69.0,,,,,Gri,,,,,65680.0
475,Elektromarla,,,"9,7",,,,,,47.0,,,,,Siyah,0.0,,,,4231.0
476,Vestel,,,"9,2",,,,,,63.0,,,,,Kırmızı,40.0,,,,13919.0
477,smeg,,,"9,9",,,,,,65.0,,,,,Kırmızı,37.0,,,,23919.0
478,Teka,,,"9,1",,,,,,76.0,,,,,Siyah,,,,,17016.0
479,Bosch,,,"9,2",,,,,,80.0,,,,,Kırmızı,,,,,18399.0
480,Profilo,4.5,25.0,,,,,,,84.0,,,,,Beyaz,41.0,,,,16330.0
481,Grundig,4.7,3.0,"9,5",,,,,,70.0,,,,,Beyaz,57.0,,,,10108.0
482,Bosch,4.6,14.0,10,,,,,,80.0,,,,,Beyaz,42.0,,,,15640.0
483,Vestel,5.0,13.0,"9,8",,,,,,71.0,,,,,Inox,42.0,,,,13646.0
484,Vestel,,,"9,8",,,,,,68.0,,,,,Kırmızı,41.0,,,,12165.0
485,Liebherr,,,"9,8",,,,,,69.0,,,,,Gri,,,,,65680.0
486,Vestel,,,"9,2",,,,,,63.0,,,,,Kırmızı,40.0,,,,13919.0
487,Bosch,,,"9,2",,,,,,80.0,,,,,Kırmızı,,,,,18399.0
488,Liebherr,,,"9,8",,,,,,55.0,,,,,Beyaz,,,,,15641.0
489,Franke,,,"9,5",,,,,,56.0,,,,,Beyaz,41.0,,,,33176.0
490,Vestel,4.6,11.0,"9,8",,,,,,75.0,,,,,Inox,,,,,15469.0
491,Profilo,4.0,2.0,,,,,,,88.0,,,,,Gri,42.0,,,,14030.0
492,Liebherr,,,"9,8",,,,,,55.0,,,,,Beyaz,,,,,15641.0
493,Regal,,,"9,8",,,,,,72.0,,,,,Inox,41.0,,,,8999.0
494,Liebherr,,,"9,8",,,,,,66.0,,,,,Beyaz,,,,,29767.0
495,Vestel,4.9,15.0,"9,8",,,,,,73.0,,,,,Inox,41.0,,,,14599.0
496,Elektromarla,,,"9,7",,,,,,43.0,,,,,Siyah,0.0,,,,4001.0
497,smeg,,,"9,9",,,,,,65.0,,,,,Kırmızı,37.0,,,,23919.0
498,Regal,5.0,4.0,"9,9",,,,,,72.0,,,,,Beyaz,41.0,,,,8555.0
499,Altus,4.9,24.0,"9,6",,,,,,70.0,,,,,Inox,40.0,,,,9476.0
500,Vestel,5.0,1.0,"9,8",,,,,,68.0,,,,,Bordo,41.0,,,,12744.0
501,Regal,,,"9,8",,,,,,75.0,,,,,Inox,41.0,,,,16835.0
502,Profilo,5.0,8.0,10,,,,,,86.0,,,,,Beyaz,,,,,14470.0
503,Bosch,5.0,4.0,10,,,,,,64.0,,,,,Beyaz,,,,,9103.0
504,Vestel,,,"9,7",,,,,,75.0,,,,,Inox,44.0,,,,27399.0
505,Siemens,,,"9,8",,,,,,80.0,,,,,Beyaz,,,,,16882.0
506,Vestel,4.8,13.0,"9,7",,,,,,73.0,,,,,Beyaz,41.0,,,,14300.0
507,Profilo,4.7,3.0,09,,,,,,79.0,,,,,Inox,,,,,16468.0
508,Vestel,,,"9,8",,,,,,54.0,,,,,Beyaz,41.0,,,,14343.0
509,Siemens,,,"9,8",,,,,,80.0,,,,,Beyaz,,,,,18399.0
510,Grundig,,,"9,8",,,,,,75.0,,,,,Inox,,,,,23266.0
511,ISM,5.0,1.0,"9,5",,,,,,45.0,,,,,Açık Siyah,,,,,3219.0
512,Vestel,,,"9,8",,,,,,72.0,,,,,Bej,43.0,,,,16400.0
513,Altus,,,10,,,,,,65.0,,,,,Gümüş,38.0,,,,8371.0
514,Regal,,,"9,5",,,,,,71.0,,,,,Beyaz,45.0,,,,10349.0
515,LG,4.7,54.0,"9,8",,,,,,74.0,,,,,Inox,41.0,,,,20055.0
516,Bosch,5.0,1.0,"9,9",,,,,,80.0,,,,,Inox,41.0,,,,14859.0
517,Altus,5.0,1.0,10,,,,,,72.0,,,,,Gümüş,38.0,,,,8004.0
518,Life Tech,,,,,,,,,40.0,,,,,Beyaz,,,,,3679.0
519,Liebherr,,,"9,8",,,,,,55.0,,,,,Gri,,,,,74190.0
520,Liebherr,,,"9,8",,,,,,47.0,,,,,Gri,,,,,38788.0
521,Avintage,,,,,,,,,55.0,,,,,Siyah,,,,,43175.0
522,Empero,,,"9,2",,,,,,86.0,,,,,Siyah - Gri,,,,,17905.0
523,Uğur,,,,,,,,,63.0,,,,,Beyaz,,,,,10345.0
524,Liebherr,,,"9,8",,,,,,60.0,,,,,Gri,,,,,32491.0
525,La Sommeliere,,,"9,6",,,,,,64.0,,,,,Siyah,36.0,,,,61640.0
526,Elektromarla,3.5,2.0,"9,7",,,,,,43.0,,,,,Mat Siyah,0.0,,,,4139.0
527,MN Soğutma,,,,,,,,,43.0,,,,,Beyaz,29.0,,,,3679.0
528,Babacan Sağlık,,,"9,9",,,,,,64.0,,,,,Açık Mavi,,,,,11950.0
529,Liebherr,,,"9,8",,,,,,65.0,,,,,Gri,,,,,26193.0
530,La Sommeliere,,,"9,6",,,,,,60.0,,,,,Siyah,30.0,,,,26670.0
531,Beko,,,9,,,,,,76.0,,,,,Inox,,,,,20830.0
532,Avintage,,,,,,,,,48.0,,,,,Siyah,,,,,32016.0
533,ISM,,,"9,5",,,,,,43.0,,,,,Mat Siyah,,,,,3265.0
534,MN Soğutma,,,,,,,,,50.0,,,,,Beyaz,38.0,,,,4783.0
535,Uğur,4.3,13.0,10,,,,,,63.0,,,,,Beyaz,,,,,8607.0
536,Liebherr,,,"9,8",,,,,,65.0,,,,,Gri,,,,,25002.0
537,Empero,,,"9,2",,,,,,86.0,,,,,Siyah - Gri,,,,,19510.0
538,La Sommeliere,,,10,,,,,,60.0,,,,,Siyah,35.0,,,,24058.0
539,Liebherr,,,"9,8",,,,,,55.0,,,,,Beyaz,,,,,37767.0
540,Avintage,,,,,,,,,86.0,,,,,Siyah,,,,,16468.0
541,SEG,4.4,7.0,"9,8",,,,,,50.0,,,,,Beyaz,41.0,,,,3679.0
542,Liebherr,,,"9,8",,,,,,58.0,,,,,Gri,,,,,45936.0
543,Uğur,,,"9,8",,,,,,70.0,,,,,Beyaz,,,,,16559.0
544,MN Soğutma,,,,,,,,,45.0,,,,,Beyaz,0.0,,,,2759.0
545,La Sommeliere,,,10,,,,,,65.0,,,,,Siyah,38.0,,,,19688.0
546,Liebherr,,,"9,8",,,,,,66.0,,,,,Gri,,,,,30898.0
547,Liebherr,,,"9,8",,,,,,55.0,,,,,Gri,,,,,34363.0
548,Elektromarla,5.0,2.0,"9,7",,,,,,41.0,,,,,Siyah,0.0,,,,4001.0
549,Beko,,,"9,8",,,,,,75.0,,,,,Beyaz,,,,,12419.0
550,Avintage,,,,,,,,,56.0,,,,,Siyah,36.0,,,,56028.0
551,Avintage,,,,,,,,,54.0,,,,,Gri,41.0,,,,81788.0
552,Arbalest,4.2,56.0,,,,,,,,,,,,,,,,,39.0
553,Beko,4.0,118.0,"9,8",,,,,,,,,,,,,,,,46.0
554,Bosch,4.2,45.0,"9,8",,,,,,,,,,,,,,,,242.0
555,Bafra,4.1,23.0,"9,2",,,,,,,,,,,,,,,,24.0
556,Arçelik,4.1,154.0,"9,8",,,,,,,,,,,,,,,,28.0
557,Vestel,4.5,94.0,"9,8",,,,,,,,,,,,,,,,134.0
558,BCF,4.5,45.0,"9,8",,,,,,,,,,,,,,,,150.0
559,Dogant,3.5,61.0,"9,5",,,,,,,,,,,,,,,,155.0
560,Bosch,4.9,34.0,"9,7",,,,,,,,,,,,,,,,229.0
561,ZeytStore,4.8,18.0,"9,2",,,,,,,,,,,,,,,,41.0
562,Hanedanev,4.4,37.0,"9,4",,,,,,,,,,,,,,,,59.0
563,BCF,4.6,58.0,"9,8",,,,,,,,,,,,,,,,150.0
564,ZeytStore,5.0,5.0,"9,9",,,,,,,,,,,,,,,,68.0
565,Electrolux,4.8,9.0,09,,,,,,,,,,,,,,,,58.0
566,BCF,4.7,26.0,"9,8",,,,,,,,,,,,,,,,242.0
567,BCF,4.4,11.0,"9,8",,,,,,,,,,,,,,,,242.0
568,Pratik Zeki,4.4,9.0,"9,4",,,,,,,,,,,,,,,,24.0
569,Pratik Zeki,4.5,8.0,"9,9",,,,,,,,,,,,,,,,24.0
570,Cmc,4.0,20.0,"9,7",,,,,,,,,,,,,,,,149.0
571,Anadolu Saray Çarşısı,5.0,5.0,"9,8",,,,,,,,,,,,,,,,23.0
572,VRL,4.2,23.0,,,,,,,,,,,,,,,,,36.0
573,CNS Plastik,5.0,2.0,"9,8",,,,,,,,,,,,,,,,14.0
574,VRL,4.0,2.0,"9,8",,,,,,,,,,,,,,,,134.0
575,Allgo,5.0,1.0,"9,8",,,,,,,,,,,,,,,,23.0
576,BCF,4.1,16.0,"9,8",,,,,,,,,,,,,,,,150.0
577,Universal,,,"9,2",,,,,,,,,,,,,,,,499.0
578,Universal,,,"9,2",,,,,,,,,,,,,,,,849.0
579,Bosch,4.5,4.0,"9,7",,,,,,,,,,,,,,,,360.0
580,Techsun,5.0,2.0,"9,9",,,,,,,,,,,,,,,,39.0
581,Asımoğlu,,,"9,7",,,,,,,,,,,,,,,,197.0
582,Hanedanev,,,"9,4",,,,,,,,,,,,,,,,29.0
583,Parmis,5.0,1.0,"9,7",,,,,,,,,,,,,,,,83.0
584,BCF,3.8,6.0,"9,8",,,,,,,,,,,,,,,,242.0
585,BCF,,,"9,8",,,,,,,,,,,,,,,,138.0
586,Dr.Beckmann,4.6,28.0,10,,,,,,,,,,,,,,,,45.0
587,VRL,4.8,5.0,10,,,,,,,,,,,,,,,,125.0
588,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
589,BCF,,,"9,8",,,,,,,,,,,,,,,,138.0
590,BCF,,,"9,8",,,,,,,,,,,,,,,,138.0
591,Universal,1.0,1.0,"9,2",,,,,,,,,,,,,,,,85.0
592,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
593,Dogant,4.5,2.0,"9,5",,,,,,,,,,,,,,,,29.0
594,Uğur,4.7,16.0,"9,1",,,,,,,,,,,,,,,,79.0
595,Vestel,4.5,2.0,,,,,,,,,,,,,,,,,74.0
596,BCF,,,"9,8",,,,,,,,,,,,,,,,166.0
597,Unico,,,"9,8",,,,,,,,,,,,,,,,150.0
598,Universal,4.5,4.0,10,,,,,,,,,,,,,,,,12.0
599,Parmis,4.0,1.0,"9,7",,,,,,,,,,,,,,,,83.0
600,Universal,,,"9,8",,,,,,,,,,,,,,,,119.0
601,Universal,1.0,1.0,"9,8",,,,,,,,,,,,,,,,147.0
602,Techsun,5.0,2.0,10,,,,,,,,,,,,,,,,1850.0
603,Universal,1.0,1.0,"9,2",,,,,,,,,,,,,,,,85.0
604,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
605,Uğur,4.7,16.0,"9,1",,,,,,,,,,,,,,,,79.0
606,BCF,,,"9,8",,,,,,,,,,,,,,,,138.0
607,BCF,,,"9,8",,,,,,,,,,,,,,,,138.0
608,Dogant,4.5,2.0,"9,5",,,,,,,,,,,,,,,,29.0
609,Parmis,4.0,1.0,"9,7",,,,,,,,,,,,,,,,83.0
610,VRL,4.5,8.0,"9,6",,,,,,,,,,,,,,,,120.0
611,Parmis,,,"9,7",,,,,,,,,,,,,,,,64.0
612,Unico,4.8,5.0,"9,8",,,,,,,,,,,,,,,,49.0
613,Dogant,3.3,6.0,"9,5",,,,,,,,,,,,,,,,155.0
614,ZeytStore,4.7,3.0,"9,9",,,,,,,,,,,,,,,,91.0
615,Arçelik,4.8,5.0,"9,6",,,,,,,,,,,,,,,,119.0
616,Mithra Life,,,10,,,,,,,,,,,,,,,,26.0
617,Techsun,5.0,2.0,"9,9",,,,,,,,,,,,,,,,40.0
618,Techsun,,,"9,9",,,,,,,,,,,,,,,,84.0
619,Techsun,,,"9,9",,,,,,,,,,,,,,,,75.0
620,Universal,5.0,1.0,"9,8",,,,,,,,,,,,,,,,99.0
621,Vestel,,,"9,9",,,,,,,,,,,,,,,,89.0
622,Parmis,,,"9,7",,,,,,,,,,,,,,,,64.0
623,Universal,4.3,3.0,"9,8",,,,,,,,,,,,,,,,99.0
624,GEREKSEAL,,,,,,,,,,,,,,,,,,,259.0
625,Universal,,,10,,,,,,,,,,,,,,,,27.0
626,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
627,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
628,Parmis,5.0,1.0,"9,7",,,,,,,,,,,,,,,,207.0
629,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
630,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
631,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
632,Parmis,5.0,1.0,"9,7",,,,,,,,,,,,,,,,171.0
633,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
634,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
635,Universal,1.0,1.0,"9,2",,,,,,,,,,,,,,,,85.0
636,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
637,Dogant,,,"9,5",,,,,,,,,,,,,,,,149.0
638,Arçelik,,,"9,6",,,,,,,,,,,,,,,,55.0
639,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
640,Universal,,,"9,2",,,,,,,,,,,,,,,,49.0
641,Universal,,,"9,2",,,,,,,,,,,,,,,,280.0
642,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
643,Unico,,,"9,8",,,,,,,,,,,,,,,,49.0
